mean	delta	phaseL	phaseR	time	x	dx	dy	power_L	power_R
 383.571	   2.857	   0.900	   0.771	   3.820	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.857	   0.900	   0.771	   3.820	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.857	   0.900	   0.771	   3.720	   4.506	   1.157	  -0.109	 -71.962	 -87.561
 390.000	   2.857	   0.900	   0.771	   3.600	   4.721	   1.289	  -0.082	 -33.006	 -48.937
 375.000	   3.571	   0.900	   0.771	   3.600	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   3.571	   0.900	   0.771	   3.600	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   3.571	   0.900	   0.771	   3.600	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   3.571	   0.900	   0.771	   3.600	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   3.571	   0.900	   0.771	   3.600	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   3.571	   0.900	   0.771	   3.600	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   3.571	   0.900	   0.771	   1.150	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   3.571	   0.900	   0.771	   3.760	   4.750	   1.219	  -0.102	 -37.391	 -61.920
 375.000	   4.286	   0.900	   0.771	   3.760	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   4.286	   0.900	   0.771	   3.760	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   4.286	   0.900	   0.771	   3.760	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   4.286	   0.900	   0.771	   3.760	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   4.286	   0.900	   0.771	   3.760	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   4.286	   0.900	   0.771	   3.760	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   4.286	   0.900	   0.771	   1.140	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   4.286	   0.900	   0.771	   3.850	   4.688	   1.155	  -0.104	 -36.756	 -73.797
 375.000	   5.000	   0.900	   0.771	   3.850	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   5.000	   0.900	   0.771	   3.850	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   5.000	   0.900	   0.771	   3.850	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   5.000	   0.900	   0.771	   3.850	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   5.000	   0.900	   0.771	   3.850	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   5.000	   0.900	   0.771	   3.850	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   5.000	   0.900	   0.771	   1.110	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   5.000	   0.900	   0.771	   3.920	   4.547	   1.073	  -0.083	 -36.788	 -87.530
 375.000	   0.000	   0.000	   0.900	   3.920	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.000	   0.000	   0.900	   3.920	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.000	   0.000	   0.900	   3.920	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.000	   0.000	   0.900	   3.920	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.000	   0.000	   0.900	   3.920	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.000	   0.000	   0.900	   8.400	   7.213	   0.415	  -0.197	 -56.205	 -99.421
 387.857	   0.000	   0.000	   0.900	   7.810	   9.628	   1.082	  -0.100	 -31.991	 -74.571
 390.000	   0.000	   0.000	   0.900	   7.890	  10.964	   1.351	  -0.104	  -9.769	 -30.006
 375.000	   0.714	   0.000	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.714	   0.000	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.714	   0.000	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.714	   0.000	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.714	   0.000	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.714	   0.000	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   0.714	   0.000	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   0.714	   0.000	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 375.000	   1.429	   0.000	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   1.429	   0.000	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   1.429	   0.000	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   1.429	   0.000	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   1.429	   0.000	   0.900	   1.150	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   1.429	   0.000	   0.900	   5.290	   5.683	   0.843	  -0.063	 -75.712	-120.738
 387.857	   1.429	   0.000	   0.900	   5.250	   6.904	   1.241	  -0.084	 -43.514	 -55.987
 390.000	   1.429	   0.000	   0.900	   5.310	   7.520	   1.399	  -0.084	 -13.082	 -13.951
 375.000	   2.143	   0.000	   0.900	   5.310	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.143	   0.000	   0.900	   5.310	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.143	   0.000	   0.900	   5.310	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.143	   0.000	   0.900	   5.310	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.143	   0.000	   0.900	   2.430	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.143	   0.000	   0.900	   5.240	   5.483	   0.788	  -0.129	-119.037	-116.691
 387.857	   2.143	   0.000	   0.900	   5.120	   6.662	   1.215	  -0.114	 -44.108	 -52.874
 390.000	   2.143	   0.000	   0.900	   5.120	9999.000	9999.000	9999.000	9999.000	9999.000
 375.000	   2.857	   0.000	   0.900	   5.120	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.857	   0.000	   0.900	   5.120	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.857	   0.000	   0.900	   5.120	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.857	   0.000	   0.900	   5.120	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.857	   0.000	   0.900	   2.460	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.857	   0.000	   0.900	   2.500	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.857	   0.000	   0.900	   5.080	   6.499	   1.174	  -0.111	 -67.901	 -48.964
 390.000	   2.857	   0.000	   0.900	   5.100	   7.026	   1.335	  -0.130	 -21.184	 -11.867
 375.000	   3.571	   0.000	   0.900	   5.100	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   3.571	   0.000	   0.900	   5.100	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   3.571	   0.000	   0.900	   5.100	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   3.571	   0.000	   0.900	   0.610	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   3.571	   0.000	   0.900	   1.790	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   3.571	   0.000	   0.900	   2.510	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   3.571	   0.000	   0.900	   5.110	   6.548	   1.171	  -0.122	 -63.061	 -36.246
 390.000	   3.571	   0.000	   0.900	   5.020	   6.800	   1.298	  -0.096	 -37.631	 -10.297
 375.000	   4.286	   0.000	   0.900	   5.020	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   4.286	   0.000	   0.900	   5.020	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   4.286	   0.000	   0.900	   5.020	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   4.286	   0.000	   0.900	   0.610	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   4.286	   0.000	   0.900	   1.790	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   4.286	   0.000	   0.900	   2.490	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   4.286	   0.000	   0.900	   5.050	   6.547	   1.198	  -0.129	 -57.232	 -19.919
 390.000	   4.286	   0.000	   0.900	   5.150	   6.876	   1.258	  -0.121	 -39.665	  -8.508
 375.000	   5.000	   0.000	   0.900	   5.150	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   5.000	   0.000	   0.900	   5.150	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   5.000	   0.000	   0.900	   5.150	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   5.000	   0.000	   0.900	   0.610	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   5.000	   0.000	   0.900	   1.780	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   5.000	   0.000	   0.900	   2.480	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   5.000	   0.000	   0.900	   2.540	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   5.000	   0.000	   0.900	   5.180	   6.844	   1.232	  -0.114	 -41.395	  -5.192
 375.000	   0.000	   0.129	   0.900	   5.180	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.000	   0.129	   0.900	   5.180	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.000	   0.129	   0.900	   5.180	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.000	   0.129	   0.900	   5.180	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.000	   0.129	   0.900	   5.180	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.000	   0.129	   0.900	   8.400	   7.213	   0.415	  -0.197	 -56.205	 -99.421
 387.857	   0.000	   0.129	   0.900	   7.810	   9.628	   1.082	  -0.100	 -31.991	 -74.571
 390.000	   0.000	   0.129	   0.900	   7.890	  10.964	   1.351	  -0.104	  -9.769	 -30.006
 375.000	   0.714	   0.129	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.714	   0.129	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.714	   0.129	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.714	   0.129	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.714	   0.129	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.714	   0.129	   0.900	   9.820	   8.335	   0.511	  -0.074	 -67.164	 -63.691
 387.857	   0.714	   0.129	   0.900	   9.820	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   0.714	   0.129	   0.900	   9.820	9999.000	9999.000	9999.000	9999.000	9999.000
 375.000	   1.429	   0.129	   0.900	   9.820	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   1.429	   0.129	   0.900	   9.820	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   1.429	   0.129	   0.900	   9.820	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   1.429	   0.129	   0.900	   9.820	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   1.429	   0.129	   0.900	   9.820	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   1.429	   0.129	   0.900	   7.330	   7.178	   0.744	  -0.133	-197.660	 -82.744
 387.857	   1.429	   0.129	   0.900	   9.710	  11.149	   0.820	  -0.110	 -83.749	 -27.671
 390.000	   1.429	   0.129	   0.900	   8.980	  12.060	   1.210	  -0.091	 -61.349	  -8.123
 375.000	   2.143	   0.129	   0.900	   8.980	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.143	   0.129	   0.900	   8.980	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.143	   0.129	   0.900	   8.980	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.143	   0.129	   0.900	   8.980	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.143	   0.129	   0.900	   1.140	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.143	   0.129	   0.900	   5.320	   5.880	   0.893	  -0.040	 -68.016	-118.189
 387.857	   2.143	   0.129	   0.900	   5.290	   6.991	   1.251	  -0.084	 -39.364	 -53.307
 390.000	   2.143	   0.129	   0.900	   5.290	   7.488	   1.397	  -0.097	 -13.077	 -13.058
 375.000	   2.857	   0.129	   0.900	   5.290	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.857	   0.129	   0.900	   5.290	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.857	   0.129	   0.900	   5.290	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.857	   0.129	   0.900	   5.290	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.857	   0.129	   0.900	   0.680	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.857	   0.129	   0.900	   5.170	   5.710	   0.897	  -0.130	-100.362	-104.120
 387.857	   2.857	   0.129	   0.900	   5.170	   6.799	   1.238	  -0.112	 -37.944	 -50.164
 390.000	   2.857	   0.129	   0.900	   5.230	   7.358	   1.382	  -0.118	 -14.723	 -10.822
 375.000	   3.571	   0.129	   0.900	   5.230	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   3.571	   0.129	   0.900	   5.230	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   3.571	   0.129	   0.900	   5.230	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   3.571	   0.129	   0.900	   5.230	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   3.571	   0.129	   0.900	   0.670	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   3.571	   0.129	   0.900	   5.020	   5.874	   1.017	  -0.118	 -83.689	 -61.278
 387.857	   3.571	   0.129	   0.900	   5.050	   6.551	   1.208	  -0.110	 -55.635	 -45.634
 390.000	   3.571	   0.129	   0.900	   5.150	   7.161	   1.355	  -0.134	 -16.710	  -9.152
 375.000	   4.286	   0.129	   0.900	   5.150	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   4.286	   0.129	   0.900	   5.150	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   4.286	   0.129	   0.900	   5.150	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   4.286	   0.129	   0.900	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   4.286	   0.129	   0.900	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   4.286	   0.129	   0.900	   2.530	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   4.286	   0.129	   0.900	   5.090	   6.633	   1.213	  -0.122	 -49.513	 -32.254
 390.000	   4.286	   0.129	   0.900	   4.890	   6.726	   1.338	  -0.058	 -28.024	  -5.137
 375.000	   5.000	   0.129	   0.900	   4.890	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   5.000	   0.129	   0.900	   4.890	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   5.000	   0.129	   0.900	   4.890	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   5.000	   0.129	   0.900	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   5.000	   0.129	   0.900	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   5.000	   0.129	   0.900	   2.520	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   5.000	   0.129	   0.900	   5.100	   6.683	   1.220	  -0.125	 -40.279	 -20.373
 390.000	   5.000	   0.129	   0.900	   5.040	   6.879	   1.315	  -0.104	 -28.138	  -2.540
 375.000	   0.000	   0.257	   0.900	   5.040	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.000	   0.257	   0.900	   5.040	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.000	   0.257	   0.900	   5.040	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.000	   0.257	   0.900	   5.040	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.000	   0.257	   0.900	   5.040	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.000	   0.257	   0.900	   8.400	   7.213	   0.415	  -0.197	 -56.205	 -99.421
 387.857	   0.000	   0.257	   0.900	   7.810	   9.628	   1.082	  -0.100	 -31.991	 -74.571
 390.000	   0.000	   0.257	   0.900	   7.890	  10.964	   1.351	  -0.104	  -9.769	 -30.006
 375.000	   0.714	   0.257	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.714	   0.257	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.714	   0.257	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.714	   0.257	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.714	   0.257	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.714	   0.257	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   0.714	   0.257	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   0.714	   0.257	   0.900	   8.050	  11.241	   1.368	  -0.080	 -11.348	 -20.791
 375.000	   1.429	   0.257	   0.900	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   1.429	   0.257	   0.900	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   1.429	   0.257	   0.900	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   1.429	   0.257	   0.900	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   1.429	   0.257	   0.900	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   1.429	   0.257	   0.900	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   1.429	   0.257	   0.900	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   1.429	   0.257	   0.900	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 375.000	   2.143	   0.257	   0.900	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.143	   0.257	   0.900	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.143	   0.257	   0.900	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.143	   0.257	   0.900	   8.050	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.143	   0.257	   0.900	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.143	   0.257	   0.900	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.143	   0.257	   0.900	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   2.143	   0.257	   0.900	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 375.000	   2.857	   0.257	   0.900	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.857	   0.257	   0.900	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.857	   0.257	   0.900	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.857	   0.257	   0.900	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.857	   0.257	   0.900	   0.610	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.857	   0.257	   0.900	   0.610	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.857	   0.257	   0.900	  10.360	  11.314	   0.650	  -0.069	 -54.603	-186.690
 390.000	   2.857	   0.257	   0.900	  10.450	  13.367	   1.072	   0.004	 -53.620	 -14.883
 375.000	   3.571	   0.257	   0.900	  10.450	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   3.571	   0.257	   0.900	  10.450	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   3.571	   0.257	   0.900	  10.450	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   3.571	   0.257	   0.900	  10.450	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   3.571	   0.257	   0.900	   0.610	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   3.571	   0.257	   0.900	   5.200	   6.217	   1.062	  -0.089	 -42.885	 -94.572
 387.857	   3.571	   0.257	   0.900	   5.330	   7.167	   1.293	  -0.064	 -30.792	 -44.393
 390.000	   3.571	   0.257	   0.900	   5.290	   7.517	   1.408	  -0.089	 -11.434	  -9.129
 375.000	   4.286	   0.257	   0.900	   5.290	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   4.286	   0.257	   0.900	   5.290	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   4.286	   0.257	   0.900	   5.290	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   4.286	   0.257	   0.900	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   4.286	   0.257	   0.900	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   4.286	   0.257	   0.900	   5.080	   6.169	   1.098	  -0.123	 -39.930	 -67.988
 387.857	   4.286	   0.257	   0.900	   5.290	   7.164	   1.306	  -0.086	 -25.242	 -38.979
 390.000	   4.286	   0.257	   0.900	   5.230	   7.402	   1.397	  -0.112	 -10.806	  -8.775
 375.000	   5.000	   0.257	   0.900	   5.230	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   5.000	   0.257	   0.900	   5.230	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   5.000	   0.257	   0.900	   5.230	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   5.000	   0.257	   0.900	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   5.000	   0.257	   0.900	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   5.000	   0.257	   0.900	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   5.000	   0.257	   0.900	   5.240	   7.140	   1.318	  -0.105	 -19.548	 -32.425
 390.000	   5.000	   0.257	   0.900	   5.220	   7.396	   1.399	  -0.117	 -10.517	  -3.395
 375.000	   0.000	   0.386	   0.900	   5.220	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.000	   0.386	   0.900	   5.220	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.000	   0.386	   0.900	   5.220	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.000	   0.386	   0.900	   5.220	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.000	   0.386	   0.900	   5.220	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.000	   0.386	   0.900	   8.400	   7.213	   0.415	  -0.197	 -56.205	 -99.421
 387.857	   0.000	   0.386	   0.900	   7.810	   9.628	   1.082	  -0.100	 -31.991	 -74.571
 390.000	   0.000	   0.386	   0.900	   7.890	  10.964	   1.351	  -0.104	  -9.769	 -30.006
 375.000	   0.714	   0.386	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.714	   0.386	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.714	   0.386	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.714	   0.386	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.714	   0.386	   0.900	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.714	   0.386	   0.900	  10.620	   8.145	   0.370	   0.004	 -46.127	 -75.395
 387.857	   0.714	   0.386	   0.900	  10.620	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   0.714	   0.386	   0.900	   7.940	  11.047	   1.357	  -0.097	 -11.061	 -27.112
 375.000	   1.429	   0.386	   0.900	   7.940	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   1.429	   0.386	   0.900	   7.940	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   1.429	   0.386	   0.900	   7.940	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   1.429	   0.386	   0.900	   7.940	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   1.429	   0.386	   0.900	   7.940	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   1.429	   0.386	   0.900	   7.940	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   1.429	   0.386	   0.900	   8.010	   9.943	   1.105	  -0.076	 -33.618	 -69.966
 390.000	   1.429	   0.386	   0.900	   7.950	  11.044	   1.350	  -0.101	 -11.440	 -27.669
 375.000	   2.143	   0.386	   0.900	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.143	   0.386	   0.900	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.143	   0.386	   0.900	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.143	   0.386	   0.900	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.143	   0.386	   0.900	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.143	   0.386	   0.900	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.143	   0.386	   0.900	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   2.143	   0.386	   0.900	   7.950	  11.029	   1.346	  -0.102	 -12.062	 -27.300
 375.000	   2.857	   0.386	   0.900	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.857	   0.386	   0.900	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.857	   0.386	   0.900	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.857	   0.386	   0.900	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.857	   0.386	   0.900	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.857	   0.386	   0.900	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.857	   0.386	   0.900	  12.990	  13.423	   0.414	  -0.013	 -42.978	-125.145
 390.000	   2.857	   0.386	   0.900	   7.950	  11.016	   1.341	  -0.108	 -12.401	 -27.058
 375.000	   3.571	   0.386	   0.900	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   3.571	   0.386	   0.900	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   3.571	   0.386	   0.900	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   3.571	   0.386	   0.900	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   3.571	   0.386	   0.900	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   3.571	   0.386	   0.900	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   3.571	   0.386	   0.900	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   3.571	   0.386	   0.900	   7.920	  10.947	   1.331	  -0.115	 -12.660	 -27.452
 375.000	   4.286	   0.386	   0.900	   7.920	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   4.286	   0.386	   0.900	   7.920	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   4.286	   0.386	   0.900	   7.920	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   4.286	   0.386	   0.900	   7.920	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   4.286	   0.386	   0.900	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   4.286	   0.386	   0.900	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   4.286	   0.386	   0.900	  13.170	  13.035	   0.099	  -0.009	 -27.589	 -44.699
